,geoid,Census Tract,Population 12-17,"Population, error",POP00,POP10,Organization Name,County,DSA Track: Distinct Track Number,Priority,List Current and/or Planned Projects,Reason for priority?,Median Income,Median Income Error,In Labor Force,Civilian Labor Force,Employed,unemployed,Not in Labor Force,% Change Pop,% Unemployment
857,14000US39153505600,"Census Tract 5056, Summit, OH",1211,134,1992,1394,Akron Community Foundation,Summit,39153505600,15,"This tract, which is a good portion of the Summit Lake Neighborhood, has been one of the most distressed tracts within the County of Summit and City of Akron. Due to the distress, the Summit County Land Bank has invested substantial resources to acquire and demolish nearly 100 properties in the area, and anticipates acquiring and demolishing nearly 50 more. Additionally, the Akron Civic Commons Project, which has been funded by the Knight Foundation, has focused on connecting the Summit Lake neighborhood, which is partly encompassed by this tract, with the downtown central business district. Additionally, along Kenmore Blvd within this tract, several properties have been demolished, abated and readied for commercial investment. Lastly, the Firestone Business Park and further redevelopment of the former Firestone Tire Headquarters site is immediately adjacent to this tract, and could include portions of this tract in the future.",he focus of investment in this tract has been primarily removing blight and preparing the land for future development. The area has substantial land available for reinvestment near the downtown Akron business district.,30561,4703,603,603,457,146,371,-39.20682730923695,24.212271973466002
858,14000US39153505600,"Census Tract 5056, Summit, OH",1211,134,1992,1394,County of Summit,Summit,39153505600,15,"This tract, which is a good portion of the Summit Lake Neighborhood, has been one of the most distressed tracts within the County of Summit and City of Akron. Due to the distress, the Summit County Land Bank has invested substantial resources to acquire and demolish nearly 100 properties in the area, and anticipates acquiring and demolishing nearly 50 more. Additionally, the Akron Civic Commons Project, which has been funded by the Knight Foundation, has focused on connecting the Summit Lake neighborhood, which is partly encompassed by this tract, with the downtown central business district. Additionally, along Kenmore Blvd within this tract, several properties have been demolished, abated and readied for commercial investment. Lastly, the Firestone Business Park and further redevelopment of the former Firestone Tire Headquarters site is immediately adjacent to this tract, and could include portions of this tract in the future.",The focus of investment in this tract has been primarily removing blight and preparing the land for future development. The area has substantial land available for reinvestment near the downtown Akron business district.,30561,4703,603,603,457,146,371,-39.20682730923695,24.212271973466002
859,14000US39153505600,"Census Tract 5056, Summit, OH",1211,134,1992,1394,County of Summit,Summit,39153505600,15,"This tract, which is a good portion of the Summit Lake Neighborhood, has been one of the most distressed tracts within the County of Summit and City of Akron. Due to the distress, the Summit County Land Bank has invested substantial resources to acquire and demolish nearly 100 properties in the area, and anticipates acquiring and demolishing nearly 50 more. Additionally, the Akron Civic Commons Project, which has been funded by the Knight Foundation, has focused on connecting the Summit Lake neighborhood, which is partly encompassed by this tract, with the downtown central business district. Additionally, along Kenmore Blvd within this tract, several properties have been demolished, abated and readied for commercial investment. Lastly, the Firestone Business Park and further redevelopment of the former Firestone Tire Headquarters site is immediately adjacent to this tract, and could include portions of this tract in the future.",The focus of investment in this tract has been primarily removing blight and preparing the land for future development. The area has substantial land available for reinvestment near the downtown Akron business district.,30561,4703,603,603,457,146,371,-39.20682730923695,24.212271973466002
860,14000US39153505600,"Census Tract 5056, Summit, OH",1211,134,1992,1394,Development Finance Authority of Summit County,Summit,39153505600,15,"This tract, which is a good portion of the Summit Lake Neighborhood, has been one of the most distressed tracts within the County of Summit and City of Akron. Due to the distress, the Summit County Land Bank has invested substantial resources to acquire and demolish nearly 100 properties in the area, and anticipates acquiring and demolishing nearly 50 more. Additionally, the Akron Civic Commons Project, which has been funded by the Knight Foundation, has focused on connecting the Summit Lake neighborhood, which is partly encompassed by this tract, with the downtown central business district. Additionally, along Kenmore Blvd within this tract, several properties have been demolished, abated and readied for commercial investment. Lastly, the Firestone Business Park and further redevelopment of the former Firestone Tire Headquarters site is immediately adjacent to this tract, and could include portions of this tract in the future.",The focus of investment in this tract has been primarily removing blight and preparing the land for future development. The area has substantial land available for reinvestment near the downtown Akron business district.,30561,4703,603,603,457,146,371,-39.20682730923695,24.212271973466002
861,14000US39153505600,"Census Tract 5056, Summit, OH",1211,134,1992,1394,City of Barberton,Summit,39153505600,15,"This tract, which is a good portion of the Summit Lake Neighborhood, has been one of the most distressed tracts within the County of Summit and City of Akron. Due to the distress, the Summit County Land Bank has invested substantial resources to acquire and demolish nearly 100 properties in the area, and anticipates acquiring and demolishing nearly 50 more. Additionally, the Akron Civic Commons Project, which has been funded by the Knight Foundation, has focused on connecting the Summit Lake neighborhood, which is partly encompassed by this tract, with the downtown central business district. Additionally, along Kenmore Blvd within this tract, several properties have been demolished, abated and readied for commercial investment. Lastly, the Firestone Business Park and further redevelopment of the former Firestone Tire Headquarters site is immediately adjacent to this tract, and could include portions of this tract in the future.",The focus of investment in this tract has been primarily removing blight and preparing the land for future development. The area has substantial land available for reinvestment near the downtown Akron business district.,30561,4703,603,603,457,146,371,-39.20682730923695,24.212271973466002
862,14000US39153505700,"Census Tract 5057, Summit, OH",2446,340,3238,2837,Greater Akron Chamber,Summit,39153505700,14,"Similar to priority tract #11, this tract represents a significant portion of the Kenmore neighborhood of Akron. As mentioned above, the United Way's first Financial Empowerment Center is located in this tract, and the Kenmore Neighborhood Alliance will be utilizing the $240,000 investment it has received from the Knight Foundation to improve both housing and commercial opportunities within the tract. Additionally, as evidence of the growing commercial sector in this tract, the County of Summit, City of Akron and Summit County Land Bank are working with a small-sized polymer and plastics manufacturer located in this tract to expand their operations and hire additional employees.",The Kenmore Neighborhood is key to the City of Akron's population growth initiative. The once thriving neighborhood is seeing a groundswell from local residents and community activists interested in attracting investment and growth.,30395,7238,1326,1326,1174,152,761,-24.459542927733168,11.463046757164404
863,14000US39153505700,"Census Tract 5057, Summit, OH",2446,340,3238,2837,GAR Foundation,Summit,39153505700,14,"Similar to priority tract #11, this tract represents a significant portion of the Kenmore neighborhood of Akron. As mentioned above, the United Way's first Financial Empowerment Center is located in this tract, and the Kenmore Neighborhood Alliance will be utilizing the $240,000 investment it has received from the Knight Foundation to improve both housing and commercial opportunities within the tract. Additionally, as evidence of the growing commercial sector in this tract, the County of Summit, City of Akron and Summit County Land Bank are working with a small-sized polymer and plastics manufacturer located in this tract to expand their operations and hire additional employees.",The Kenmore Neighborhood is key to the City of Akron's population growth initiative. The once thriving neighborhood is seeing a groundswell from local residents and community activists interested in attracting investment and growth.,30395,7238,1326,1326,1174,152,761,-24.459542927733168,11.463046757164404
864,14000US39153505700,"Census Tract 5057, Summit, OH",2446,340,3238,2837,"The Fund for our Economic Future, TeamNEO, Summit County & City of Akron",Summit,39153505700,14,"Similar to priority tract #11, this tract represents a significant portion of the Kenmore neighborhood of Akron. As mentioned above, the United Way's first Financial Empowerment Center is located in this tract, and the Kenmore Neighborhood Alliance will be utilizing the $240,000 investment it has received from the Knight Foundation to improve both housing and commercial opportunities within the tract. Additionally, as evidence of the growing commercial sector in this tract, the County of Summit, City of Akron and Summit County Land Bank are working with a small-sized polymer and plastics manufacturer located in this tract to expand their operations and hire additional employees.",The Kenmore Neighborhood is key to the City of Akron's population growth initiative. The once thriving neighborhood is seeing a groundswell from local residents and community activists interested in attracting investment and growth.,30395,7238,1326,1326,1174,152,761,-24.459542927733168,11.463046757164404
865,14000US39153505700,"Census Tract 5057, Summit, OH",2446,340,3238,2837,Akron Community Foundation,Summit,39153505700,14,"Similar to priority tract #11, this tract represents a significant portion of the Kenmore neighborhood of Akron. As mentioned above, the United Way's first Financial Empowerment Center is located in this tract, and the Kenmore Neighborhood Alliance will be utilizing the $240,000 investment it has received from the Knight Foundation to improve both housing and commercial opportunities within the tract. Additionally, as evidence of the growing commercial sector in this tract, the County of Summit, City of Akron and Summit County Land Bank are working with a small-sized polymer and plastics manufacturer located in this tract to expand their operations and hire additional employees.",The Kenmore Neighborhood is key to the City of Akron's population growth initiative. The once thriving neighborhood is seeing a groundswell from local residents and community activists interested in attracting investment and growth.,30395,7238,1326,1326,1174,152,761,-24.459542927733168,11.463046757164404
866,14000US39153505700,"Census Tract 5057, Summit, OH",2446,340,3238,2837,County of Summit,Summit,39153505700,14,"Similar to priority tract #11, this tract represents a significant portion of the Kenmore neighborhood of Akron. As mentioned above, the United Way's first Financial Empowerment Center is located in this tract, and the Kenmore Neighborhood Alliance will be utilizing the $240,000 investment it has received from the Knight Foundation to improve both housing and commercial opportunities within the tract. Additionally, as evidence of the growing commercial sector in this tract, the County of Summit, City of Akron and Summit County Land Bank are working with a small-sized polymer and plastics manufacturer located in this tract to expand their operations and hire additional employees.",The Kenmore Neighborhood is key to the City of Akron's population growth initiative. The once thriving neighborhood is seeing a groundswell from local residents and community activists interested in attracting investment and growth.,30395,7238,1326,1326,1174,152,761,-24.459542927733168,11.463046757164404
867,14000US39153505700,"Census Tract 5057, Summit, OH",2446,340,3238,2837,County of Summit,Summit,39153505700,14,"Similar to priority tract #11, this tract represents a significant portion of the Kenmore neighborhood of Akron. As mentioned above, the United Way's first Financial Empowerment Center is located in this tract, and the Kenmore Neighborhood Alliance will be utilizing the $240,000 investment it has received from the Knight Foundation to improve both housing and commercial opportunities within the tract. Additionally, as evidence of the growing commercial sector in this tract, the County of Summit, City of Akron and Summit County Land Bank are working with a small-sized polymer and plastics manufacturer located in this tract to expand their operations and hire additional employees.",The Kenmore Neighborhood is key to the City of Akron's population growth initiative. The once thriving neighborhood is seeing a groundswell from local residents and community activists interested in attracting investment and growth.,30395,7238,1326,1326,1174,152,761,-24.459542927733168,11.463046757164404
868,14000US39153505700,"Census Tract 5057, Summit, OH",2446,340,3238,2837,Development Finance Authority of Summit County,Summit,39153505700,14,"Similar to priority tract #11, this tract represents a significant portion of the Kenmore neighborhood of Akron. As mentioned above, the United Way's first Financial Empowerment Center is located in this tract, and the Kenmore Neighborhood Alliance will be utilizing the $240,000 investment it has received from the Knight Foundation to improve both housing and commercial opportunities within the tract. Additionally, as evidence of the growing commercial sector in this tract, the County of Summit, City of Akron and Summit County Land Bank are working with a small-sized polymer and plastics manufacturer located in this tract to expand their operations and hire additional employees.",The Kenmore Neighborhood is key to the City of Akron's population growth initiative. The once thriving neighborhood is seeing a groundswell from local residents and community activists interested in attracting investment and growth.,30395,7238,1326,1326,1174,152,761,-24.459542927733168,11.463046757164404
869,14000US39153505700,"Census Tract 5057, Summit, OH",2446,340,3238,2837,City of Barberton,Summit,39153505700,14,"Similar to priority tract #11, this tract represents a significant portion of the Kenmore neighborhood of Akron. As mentioned above, the United Way's first Financial Empowerment Center is located in this tract, and the Kenmore Neighborhood Alliance will be utilizing the $240,000 investment it has received from the Knight Foundation to improve both housing and commercial opportunities within the tract. Additionally, as evidence of the growing commercial sector in this tract, the County of Summit, City of Akron and Summit County Land Bank are working with a small-sized polymer and plastics manufacturer located in this tract to expand their operations and hire additional employees.",The Kenmore Neighborhood is key to the City of Akron's population growth initiative. The once thriving neighborhood is seeing a groundswell from local residents and community activists interested in attracting investment and growth.,30395,7238,1326,1326,1174,152,761,-24.459542927733168,11.463046757164404
870,14000US39153505900,"Census Tract 5059, Summit, OH",2217,195,2559,2423,Greater Akron Chamber,Summit,39153505900,7,"This tract is the site of substantial investment by both the public and private sector. The former Bridgestone/Firestone Tire Company's headquarters and manufacturing plant are located within this tract. On the former Bridgestone/Firestone site, the County has redeveloped one of the buildings into an administrative office building and the site of its Job and Family Services operations. Also on the land surrounding the former Bridgestone/Firestone headquarters, the City of Akron and County of Summit are working with the Greater Akron Chamber and a private business owner to construct the Firestone Business Park, which will open up approximately 18 acres for development. Additionally, the former Bridgestone/Firestone headquarters building, at 1200 Firestone Parkway, can be repurposed or demolished and redeveloped, and several investors are currently looking at redevelopment of that building. Lastly, Bridgestone Tire also owns approximately 25 acres of developable land within the tract that has been identified as an ideal site for future development, including as a potential Phase 2 to the Firestone Business Park.","Over the last decade, the Firestone Park neighborhood has seen some of the most heavy investment within Summit County and Akron. As the site of the former Firestone headquarters, this tract continues to be a central focus of redevelopment.",32279,5890,1135,1135,1027,108,706,-13.364595545134819,9.515418502202644
871,14000US39153505900,"Census Tract 5059, Summit, OH",2217,195,2559,2423,GAR Foundation,Summit,39153505900,7,"This tract is the site of substantial investment by both the public and private sector. The former Bridgestone/Firestone Tire Company's headquarters and manufacturing plant are located within this tract. On the former Bridgestone/Firestone site, the County has redeveloped one of the buildings into an administrative office building and the site of its Job and Family Services operations. Also on the land surrounding the former Bridgestone/Firestone headquarters, the City of Akron and County of Summit are working with the Greater Akron Chamber and a private business owner to construct the Firestone Business Park, which will open up approximately 18 acres for development. Additionally, the former Bridgestone/Firestone headquarters building, at 1200 Firestone Parkway, can be repurposed or demolished and redeveloped, and several investors are currently looking at redevelopment of that building. Lastly, Bridgestone Tire also owns approximately 25 acres of developable land within the tract that has been identified as an ideal site for future development, including as a potential Phase 2 to the Firestone Business Park.","Over the last decade, the Firestone Park neighborhood has seen some of the most heavy investment within Summit County and Akron. As the site of the former Firestone headquarters, this tract continues to be a central focus of redevelopment.",32279,5890,1135,1135,1027,108,706,-13.364595545134819,9.515418502202644
872,14000US39153505900,"Census Tract 5059, Summit, OH",2217,195,2559,2423,"The Fund for our Economic Future, TeamNEO, Summit County & City of Akron",Summit,39153505900,7,"This tract is the site of substantial investment by both the public and private sector. The former Bridgestone/Firestone Tire Company's headquarters and manufacturing plant are located within this tract. On the former Bridgestone/Firestone site, the County has redeveloped one of the buildings into an administrative office building and the site of its Job and Family Services operations. Also on the land surrounding the former Bridgestone/Firestone headquarters, the City of Akron and County of Summit are working with the Greater Akron Chamber and a private business owner to construct the Firestone Business Park, which will open up approximately 18 acres for development. Additionally, the former Bridgestone/Firestone headquarters building, at 1200 Firestone Parkway, can be repurposed or demolished and redeveloped, and several investors are currently looking at redevelopment of that building. Lastly, Bridgestone Tire also owns approximately 25 acres of developable land within the tract that has been identified as an ideal site for future development, including as a potential Phase 2 to the Firestone Business Park.","Over the last decade, the Firestone Park neighborhood has seen some of the most heavy investment within Summit County and Akron. As the site of the former Firestone headquarters, this tract continues to be a central focus of redevelopment.",32279,5890,1135,1135,1027,108,706,-13.364595545134819,9.515418502202644
873,14000US39153505900,"Census Tract 5059, Summit, OH",2217,195,2559,2423,Akron Community Foundation,Summit,39153505900,7,"This tract is the site of substantial investment by both the public and private sector. The former Bridgestone/Firestone Tire Company's headquarters and manufacturing plant are located within this tract. On the former Bridgestone/Firestone site, the County has redeveloped one of the buildings into an administrative office building and the site of its Job and Family Services operations. Also on the land surrounding the former Bridgestone/Firestone headquarters, the City of Akron and County of Summit are working with the Greater Akron Chamber and a private business owner to construct the Firestone Business Park, which will open up approximately 18 acres for development. Additionally, the former Bridgestone/Firestone headquarters building, at 1200 Firestone Parkway, can be repurposed or demolished and redeveloped, and several investors are currently looking at redevelopment of that building. Lastly, Bridgestone Tire also owns approximately 25 acres of developable land within the tract that has been identified as an ideal site for future development, including as a potential Phase 2 to the Firestone Business Park.","Over the last decade, the Firestone Park neighborhood has seen some of the most heavy investment within Summit County and Akron. As the site of the former Firestone headquarters, this tract continues to be a central focus of redevelopment.",32279,5890,1135,1135,1027,108,706,-13.364595545134819,9.515418502202644
874,14000US39153505900,"Census Tract 5059, Summit, OH",2217,195,2559,2423,County of Summit,Summit,39153505900,7,"This tract is the site of substantial investment by both the public and private sector. The former Bridgestone/Firestone Tire Company's headquarters and manufacturing plant are located within this tract. On the former Bridgestone/Firestone site, the County has redeveloped one of the buildings into an administrative office building and the site of its Job and Family Services operations. Also on the land surrounding the former Bridgestone/Firestone headquarters, the City of Akron and County of Summit are working with the Greater Akron Chamber and a private business owner to construct the Firestone Business Park, which will open up approximately 18 acres for development. Additionally, the former Bridgestone/Firestone headquarters building, at 1200 Firestone Parkway, can be repurposed or demolished and redeveloped, and several investors are currently looking at redevelopment of that building. Lastly, Bridgestone Tire also owns approximately 25 acres of developable land within the tract that has been identified as an ideal site for future development, including as a potential Phase 2 to the Firestone Business Park.","Over the last decade, the Firestone Park neighborhood has seen some of the most heavy investment within Summit County and Akron. As the site of the former Firestone headquarters, this tract continues to be a central focus of redevelopment.",32279,5890,1135,1135,1027,108,706,-13.364595545134819,9.515418502202644
875,14000US39153505900,"Census Tract 5059, Summit, OH",2217,195,2559,2423,County of Summit,Summit,39153505900,7,"This tract is the site of substantial investment by both the public and private sector. The former Bridgestone/Firestone Tire Company's headquarters and manufacturing plant are located within this tract. On the former Bridgestone/Firestone site, the County has redeveloped one of the buildings into an administrative office building and the site of its Job and Family Services operations. Also on the land surrounding the former Bridgestone/Firestone headquarters, the City of Akron and County of Summit are working with the Greater Akron Chamber and a private business owner to construct the Firestone Business Park, which will open up approximately 18 acres for development. Additionally, the former Bridgestone/Firestone headquarters building, at 1200 Firestone Parkway, can be repurposed or demolished and redeveloped, and several investors are currently looking at redevelopment of that building. Lastly, Bridgestone Tire also owns approximately 25 acres of developable land within the tract that has been identified as an ideal site for future development, including as a potential Phase 2 to the Firestone Business Park.","Over the last decade, the Firestone Park neighborhood has seen some of the most heavy investment within Summit County and Akron. As the site of the former Firestone headquarters, this tract continues to be a central focus of redevelopment.",32279,5890,1135,1135,1027,108,706,-13.364595545134819,9.515418502202644
876,14000US39153505900,"Census Tract 5059, Summit, OH",2217,195,2559,2423,Development Finance Authority of Summit County,Summit,39153505900,7,"This tract is the site of substantial investment by both the public and private sector. The former Bridgestone/Firestone Tire Company's headquarters and manufacturing plant are located within this tract. On the former Bridgestone/Firestone site, the County has redeveloped one of the buildings into an administrative office building and the site of its Job and Family Services operations. Also on the land surrounding the former Bridgestone/Firestone headquarters, the City of Akron and County of Summit are working with the Greater Akron Chamber and a private business owner to construct the Firestone Business Park, which will open up approximately 18 acres for development. Additionally, the former Bridgestone/Firestone headquarters building, at 1200 Firestone Parkway, can be repurposed or demolished and redeveloped, and several investors are currently looking at redevelopment of that building. Lastly, Bridgestone Tire also owns approximately 25 acres of developable land within the tract that has been identified as an ideal site for future development, including as a potential Phase 2 to the Firestone Business Park.","Over the last decade, the Firestone Park neighborhood has seen some of the most heavy investment within Summit County and Akron. As the site of the former Firestone headquarters, this tract continues to be a central focus of redevelopment.",32279,5890,1135,1135,1027,108,706,-13.364595545134819,9.515418502202644
877,14000US39153505900,"Census Tract 5059, Summit, OH",2217,195,2559,2423,City of Barberton,Summit,39153505900,7,"This tract is the site of substantial investment by both the public and private sector. The former Bridgestone/Firestone Tire Company's headquarters and manufacturing plant are located within this tract. On the former Bridgestone/Firestone site, the County has redeveloped one of the buildings into an administrative office building and the site of its Job and Family Services operations. Also on the land surrounding the former Bridgestone/Firestone headquarters, the City of Akron and County of Summit are working with the Greater Akron Chamber and a private business owner to construct the Firestone Business Park, which will open up approximately 18 acres for development. Additionally, the former Bridgestone/Firestone headquarters building, at 1200 Firestone Parkway, can be repurposed or demolished and redeveloped, and several investors are currently looking at redevelopment of that building. Lastly, Bridgestone Tire also owns approximately 25 acres of developable land within the tract that has been identified as an ideal site for future development, including as a potential Phase 2 to the Firestone Business Park.","Over the last decade, the Firestone Park neighborhood has seen some of the most heavy investment within Summit County and Akron. As the site of the former Firestone headquarters, this tract continues to be a central focus of redevelopment.",32279,5890,1135,1135,1027,108,706,-13.364595545134819,9.515418502202644
878,14000US39153506800,"Census Tract 5068, Summit, OH",2266,217,2503,2141,Greater Akron Chamber,Summit,39153506800,1,"Within this tract, the State of Ohio is currently undertaking a nearly $100 million reconstruction of the South Main Street and South Broadway interchanges along I77/76. As a result of this reconstruction, several acres of highly visible land will open for development south of downtown Akron. Additionally, the State of Ohio is in the process of removing substantial portions of SR59 - ""The Innerbelt"" - in order to free up 30+ acres for development in downtown Akron. In the Northwestern corner of the tract, both Akron Children's Hospital and Cleveland Clinic- Akron General are in the process of making substantial private investments to their campuses. This tract is also the home of the City's new Bounce Innovation Center, its center for innovation, entrepreneurship and start-up assistance, which it is currently rolling out to the local community.",Substantial public and private investment has been made in this tract and surrounding tracts over the last 10 years. This parcel also has the highest concentration of businesses within key industries out of the parcels being submitted.,15814,3006,670,670,561,109,1318,-9.468637634838194,16.268656716417908
879,14000US39153506800,"Census Tract 5068, Summit, OH",2266,217,2503,2141,GAR Foundation,Summit,39153506800,1,"Within this tract, the State of Ohio is currently undertaking a nearly $100 million reconstruction of the South Main Street and South Broadway interchanges along I77/76. As a result of this reconstruction, several acres of highly visible land will open for development south of downtown Akron. Additionally, the State of Ohio is in the process of removing substantial portions of SR59 - ""The Innerbelt"" - in order to free up 30+ acres for development in downtown Akron. In the Northwestern corner of the tract, both Akron Children's Hospital and Cleveland Clinic- Akron General are in the process of making substantial private investments to their campuses. This tract is also the home of the City's new Bounce Innovation Center, its center for innovation, entrepreneurship and start-up assistance, which it is currently rolling out to the local community.",Substantial public and private investment has been made in this tract and surrounding tracts over the last 10 years. This parcel also has the highest concentration of businesses within key industries out of the parcels being submitted.,15814,3006,670,670,561,109,1318,-9.468637634838194,16.268656716417908
880,14000US39153506800,"Census Tract 5068, Summit, OH",2266,217,2503,2141,"The Fund for our Economic Future, TeamNEO, Summit County & City of Akron",Summit,39153506800,1,"Within this tract, the State of Ohio is currently undertaking a nearly $100 million reconstruction of the South Main Street and South Broadway interchanges along I77/76. As a result of this reconstruction, several acres of highly visible land will open for development south of downtown Akron. Additionally, the State of Ohio is in the process of removing substantial portions of SR59 - ""The Innerbelt"" - in order to free up 30+ acres for development in downtown Akron. In the Northwestern corner of the tract, both Akron Children's Hospital and Cleveland Clinic- Akron General are in the process of making substantial private investments to their campuses. This tract is also the home of the City's new Bounce Innovation Center, its center for innovation, entrepreneurship and start-up assistance, which it is currently rolling out to the local community.",Substantial public and private investment has been made in this tract and surrounding tracts over the last 10 years. This parcel also has the highest concentration of businesses within key industries out of the parcels being submitted.,15814,3006,670,670,561,109,1318,-9.468637634838194,16.268656716417908
881,14000US39153506800,"Census Tract 5068, Summit, OH",2266,217,2503,2141,Akron Community Foundation,Summit,39153506800,1,"Within this tract, the State of Ohio is currently undertaking a nearly $100 million reconstruction of the South Main Street and South Broadway interchanges along I77/76. As a result of this reconstruction, several acres of highly visible land will open for development south of downtown Akron. Additionally, the State of Ohio is in the process of removing substantial portions of SR59 - ""The Innerbelt"" - in order to free up 30+ acres for development in downtown Akron. In the Northwestern corner of the tract, both Akron Children's Hospital and Cleveland Clinic- Akron General are in the process of making substantial private investments to their campuses. This tract is also the home of the City's new Bounce Innovation Center, its center for innovation, entrepreneurship and start-up assistance, which it is currently rolling out to the local community.",Substantial public and private investment has been made in this tract and surrounding tracts over the last 10 years. This parcel also has the highest concentration of businesses within key industries out of the parcels being submitted.,15814,3006,670,670,561,109,1318,-9.468637634838194,16.268656716417908
882,14000US39153506800,"Census Tract 5068, Summit, OH",2266,217,2503,2141,Finance Fund,Summit,39153506800,34,1 project funded through our CDFI.,There is a high likelihood of project completion.,15814,3006,670,670,561,109,1318,-9.468637634838194,16.268656716417908
883,14000US39153506800,"Census Tract 5068, Summit, OH",2266,217,2503,2141,County of Summit,Summit,39153506800,1,"Within this tract, the State of Ohio is currently undertaking a nearly $100 million reconstruction of the South Main Street and South Broadway interchanges along I77/76. As a result of this reconstruction, several acres of highly visible land will open for development south of downtown Akron. Additionally, the State of Ohio is in the process of removing substantial portions of SR59 - ""The Innerbelt"" - in order to free up 30+ acres for development in downtown Akron. In the Northwestern corner of the tract, both Akron Children's Hospital and Cleveland Clinic- Akron General are in the process of making substantial private investments to their campuses. This tract is also the home of the City's new Bounce Innovation Center, its center for innovation, entrepreneurship and start-up assistance, which it is currently rolling out to the local community.",Substantial public and private investment has been made in this tract and surrounding tracts over the last 10 years. This parcel also has the highest concentration of businesses within key industries out of the parcels being submitted.,15814,3006,670,670,561,109,1318,-9.468637634838194,16.268656716417908
884,14000US39153506800,"Census Tract 5068, Summit, OH",2266,217,2503,2141,County of Summit,Summit,39153506800,1,"Within this tract, the State of Ohio is currently undertaking a nearly $100 million reconstruction of the South Main Street and South Broadway interchanges along I77/76. As a result of this reconstruction, several acres of highly visible land will open for development south of downtown Akron. Additionally, the State of Ohio is in the process of removing substantial portions of SR59 - ""The Innerbelt"" - in order to free up 30+ acres for development in downtown Akron. In the Northwestern corner of the tract, both Akron Children's Hospital and Cleveland Clinic- Akron General are in the process of making substantial private investments to their campuses. This tract is also the home of the City's new Bounce Innovation Center, its center for innovation, entrepreneurship and start-up assistance, which it is currently rolling out to the local community.",Substantial public and private investment has been made in this tract and surrounding tracts over the last 10 years. This parcel also has the highest concentration of businesses within key industries out of the parcels being submitted.,15814,3006,670,670,561,109,1318,-9.468637634838194,16.268656716417908
885,14000US39153506800,"Census Tract 5068, Summit, OH",2266,217,2503,2141,Development Finance Authority of Summit County,Summit,39153506800,1,"Within this tract, the State of Ohio is currently undertaking a nearly $100 million reconstruction of the South Main Street and South Broadway interchanges along I77/76. As a result of this reconstruction, several acres of highly visible land will open for development south of downtown Akron. Additionally, the State of Ohio is in the process of removing substantial portions of SR59 - ""The Innerbelt"" - in order to free up 30+ acres for development in downtown Akron. In the Northwestern corner of the tract, both Akron Children's Hospital and Cleveland Clinic- Akron General are in the process of making substantial private investments to their campuses. This tract is also the home of the City's new Bounce Innovation Center, its center for innovation, entrepreneurship and start-up assistance, which it is currently rolling out to the local community.",Substantial public and private investment has been made in this tract and surrounding tracts over the last 10 years. This parcel also has the highest concentration of businesses within key industries out of the parcels being submitted.,15814,3006,670,670,561,109,1318,-9.468637634838194,16.268656716417908
886,14000US39153506800,"Census Tract 5068, Summit, OH",2266,217,2503,2141,City of Barberton,Summit,39153506800,1,"Within this tract, the State of Ohio is currently undertaking a nearly $100 million reconstruction of the South Main Street and South Broadway interchanges along I77/76. As a result of this reconstruction, several acres of highly visible land will open for development south of downtown Akron. Additionally, the State of Ohio is in the process of removing substantial portions of SR59 - ""The Innerbelt"" - in order to free up 30+ acres for development in downtown Akron. In the Northwestern corner of the tract, both Akron Children's Hospital and Cleveland Clinic- Akron General are in the process of making substantial private investments to their campuses. This tract is also the home of the City's new Bounce Innovation Center, its center for innovation, entrepreneurship and start-up assistance, which it is currently rolling out to the local community.",Substantial public and private investment has been made in this tract and surrounding tracts over the last 10 years. This parcel also has the highest concentration of businesses within key industries out of the parcels being submitted.,15814,3006,670,670,561,109,1318,-9.468637634838194,16.268656716417908
887,14000US39153508301,"Census Tract 5083.01, Summit, OH",2214,427,1839,2153,Greater Akron Chamber,Summit,39153508301,2,"This tract, which is the core of downtown Akron, is the site of several public and private investments. The City of Akron, making use of a federal TIGER grant, is undertaking a $15+ million reconstruction of South Main Street through the middle of its central business district. The aforementioned removal of the SR59 Innerbelt also is taking place in this tract. The City of Akron is also replacing the State Street Bridge in downtown Akron. Private Investment includes ""The Bowery"" residential, office and retail complex, The Law Building residential development and the City Centre Residential development, all along or adjacent to South Main Street. The City of Akron, County of Summit, Akron Public Schools and United Way of Summit County are also undertaking the reuse and repurposing of several buildings in the northern portion of this tract. The aforementioned investments by both Akron Children's Hospital and Cleveland Clinic- Akron General are also partially within this census tract.","This tract is the core of downtown Akron, includes the most businesses among the submitted tracts, and includes some of the regions largest employers- GOJO, FirstEnergy, Huntington Bank, Akron Children's Hospital and Cleveland Clinic Akron General.",18802,4253,1139,1139,995,144,1034,20.39151712887439,12.642669007901668
